"Bookings","","","","","","",""
"Booking ID","Item","Start Time","Start Date","# of Pax","Total","Net Revenue Collected","Affiliate"
"#140743479","LISTRESC","08:00am","2022-10-02","2","€199.98","€149.98","GetYourGuide - EUR"
"#140208202","LISTRESC","08:00am","2022-10-02","4","€399.96","€299.96","GetYourGuide - EUR"
"#139575297","LISTRESC","08:00am","2022-10-02","2","€199.98","€149.98","GetYourGuide - EUR"
"#139003081","BCNMOHAM","08:30am","2022-10-02","1","€69.99","€52.49","Civitatis - EUR"
"#134979092","BCNMOHAM","08:30am","2022-10-02","3","€209.97","€146.97","GetYourGuide - EUR"
"#141231150","BCNMORAM/PM","08:30am","2022-10-02","2","€239.98","€191.98","Airbnb"
"#141358641","LISSKYAM","09:00am","2022-10-02","2","€239.98","€143.98","TripAdvisor Experiences/Viator - EUR"
"#138577754","LISSKYAM","09:00am","2022-10-02","2","€239.98","€179.98","Civitatis - EUR"
"#141400443","BCNPENAM/PM","09:00am","2022-10-02","2","€219.98","€153.98","GetYourGuide - EUR"
"#141147470","BCNPENAM/PM","09:00am","2022-10-02","2","€199.98","€153.98","TripAdvisor Experiences/Viator - EUR"
"#141031756","BCNPENAM/PM","09:00am","2022-10-02","1","€109.99","€76.99","GetYourGuide - EUR"
"#140958988","BCNPENAM/PM","09:00am","2022-10-02","2","€199.98","€153.98","TripAdvisor Experiences/Viator - EUR"
"#140885892","BCNPENAM/PM","09:00am","2022-10-02","2","€219.98","€153.98","GetYourGuide - EUR"
"#140716206","BCNPENAM/PM","09:00am","2022-10-02","2","€219.98","€153.98","GetYourGuide - EUR"
"#139911765","BCNPENAM/PM","09:00am","2022-10-02","1","€109.99","€76.99","GetYourGuide - EUR"
"#132549837","BCNPENAM/PM","09:00am","2022-10-02","2","€219.98","€175.98","Airbnb"
"#141299972","MADTOWIN","09:00am","2022-10-02","5","€399.95","€287.95","TripAdvisor Experiences/Viator - EUR"
"#140984134","MADTOWIN","09:00am","2022-10-02","2","€159.98","€127.98","Airbnb"
"#139354204","MADTOWIN","09:00am","2022-10-02","2","€159.98","€111.98","GetYourGuide - EUR"
"#138028866","MADTOWIN","09:00am","2022-10-02","6","€479.94","€335.94","TripAdvisor Experiences/Viator - EUR"
"#138005775","MADTOWIN","09:00am","2022-10-02","6","€479.94","€335.94","TripAdvisor Experiences/Viator - EUR"
"#141307904","BCNSKYAM/PM","09:30am","2022-10-02","1","€129.99","€98.79","GetYourGuide - EUR"
"#141307659","BCNSKYAM/PM","09:30am","2022-10-02","1","€129.99","€98.79","GetYourGuide - EUR"
"#141307536","BCNSKYAM/PM","09:30am","2022-10-02","1","€129.99","€98.79","GetYourGuide - EUR"
"#141294579","BCNSKYAM/PM","09:30am","2022-10-02","4","€519.96","€383.20","TripAdvisor Experiences/Viator - EUR"
"#141021870","BCNSKYAM/PM","09:30am","2022-10-02","2","€259.98","€191.60","TripAdvisor Experiences/Viator - EUR"
"#140571978","BCNSKYAM/PM","09:30am","2022-10-02","2","€259.98","€197.58","GetYourGuide - EUR"
"#140456911","BCNSKYAM/PM","09:30am","2022-10-02","3","€389.97","€304.17","Civitatis - EUR"
"#134911556","BCNSKYAM/PM","09:30am","2022-10-02","3","€389.97","€287.40","TripAdvisor Experiences/Viator - EUR"
"#122411828","BCNSKYAM/PM","09:30am","2022-10-02","2","€259.98","€191.60","TripAdvisor Experiences/Viator - EUR"
"#141214913","BCNEBIAM/PM","10:00am","2022-10-02","1","€59.99","€45.59","GetYourGuide - EUR"
"#141199128","BCNEBIAM/PM","10:00am","2022-10-02","2","€119.98","€91.18","GetYourGuide - EUR"
"#141087010","BCNEBIAM/PM","10:00am","2022-10-02","4","€239.96","€176.84","TripAdvisor Experiences/Viator - EUR"
"#140383554","BCNEBIAM/PM","10:00am","2022-10-02","1","€59.99","€45.59","GetYourGuide - EUR"
"#140380266","BCNEBIAM/PM","10:00am","2022-10-02","1","€59.99","€45.59","GetYourGuide - EUR"
"#140376380","BCNEBIAM/PM","10:00am","2022-10-02","2","€119.98","€91.18","GetYourGuide - EUR"
"#140376297","BCNEBIAM/PM","10:00am","2022-10-02","1","€59.99","€45.59","GetYourGuide - EUR"
"#140317908","BCNEBIAM/PM","10:00am","2022-10-02","1","€59.99","€45.59","GetYourGuide - EUR"
"#140271965","BCNEBIAM/PM","10:00am","2022-10-02","1","€59.99","€45.59","GetYourGuide - EUR"
"#140258844","BCNEBIAM/PM","10:00am","2022-10-02","4","€239.96","€182.36","GetYourGuide - EUR"
"#136767976","BCNEBIAM/PM","10:00am","2022-10-02","2","€119.98","€91.18","GetYourGuide - EUR"
"#134865523","BCNEBIAM/PM","10:00am","2022-10-02","2","€119.98","€88.42","TripAdvisor Experiences/Viator - EUR"
"#111832477","BCNEBIAM/PM","10:00am","2022-10-02","2","€119.98","€88.42","TripAdvisor Experiences/Viator - EUR"
"#140175324","PR-BCNEBIAM/PM","10:00am","2022-10-02","1","€273.00","€245.50","Hotel Bagues"
"#141402221","BCNALESA/PM","10:00am","2022-10-02","1","€111.59","€83.69","Expedia.com - EUR"
"#141402174","BCNALESA/PM","10:00am","2022-10-02","1","€111.59","€83.69","Expedia.com - EUR"
"#141161138","BCNALESA/PM","10:00am","2022-10-02","2","€239.98","€170.38","TripAdvisor Experiences/Viator - EUR"
"#141043331","BCNALESA/PM","10:00am","2022-10-02","4","€479.96","€364.76","GetYourGuide - EUR"
"#139670798","BCNALESA/PM","10:00am","2022-10-02","2","€239.98","€182.38","GetYourGuide - EUR"
"#138511755","BCNALESA/PM","10:00am","2022-10-02","2","€239.98","€170.38","TripAdvisor Experiences/Viator - EUR"
"#135509267","BCNALESA/PM","10:00am","2022-10-02","2","€239.98","€182.38","GetYourGuide - EUR"
"#137960558","PR-BCNCBR","10:00am","2022-10-02","1","€1,560.00","€1,326.00","Tours for You"
"#141314203","BCNMOOIL","10:45am","2022-10-02","2","€169.98","€125.26","TripAdvisor Experiences/Viator - EUR"
"#141032346","BCNMOOIL","10:45am","2022-10-02","2","€169.98","€127.48","Civitatis - EUR"
"#140829201","BCNMOOIL","10:45am","2022-10-02","2","€169.98","€125.26","TripAdvisor Experiences/Viator - EUR"
"#140353572","BCNMOOIL","10:45am","2022-10-02","2","€158.08","€104.60","Expedia.com - EUR"
"#139220110","BCNMOOIL","10:45am","2022-10-02","1","€84.99","€62.63","TripAdvisor Experiences/Viator - EUR"
"#138351956","BCNMOOIL","10:45am","2022-10-02","4","€339.96","€250.52","TripAdvisor Experiences/Viator - EUR"
"#138200588","BCNMOOIL","10:45am","2022-10-02","2","€169.98","€118.98","GetYourGuide - EUR"
"#136891529","BCNMOOIL","10:45am","2022-10-02","2","€169.98","€125.26","TripAdvisor Experiences/Viator - EUR"
"#141408568","BCNHEL06","11:10am","2022-10-02","2","€189.98","€126.40","GetYourGuide - EUR"
"#141260699","BCNHEL06","11:30am","2022-10-02","1","€94.99","€63.20","GetYourGuide - EUR"
"#141110151","BCNHEL06","11:30am","2022-10-02","1","€94.99","€63.20","GetYourGuide - EUR"
"#141101732","BCNHEL06","11:30am","2022-10-02","2","€189.98","€140.00","TripAdvisor Experiences/Viator - EUR"
"#139583186","BCNHEL06","11:30am","2022-10-02","2","€189.98","€140.00","TripAdvisor Experiences/Viator - EUR"
"#135873131","BCNHEL06","11:30am","2022-10-02","2","€189.98","€126.40","GetYourGuide - EUR"
"#141405931","MADBITES","06:00pm","2022-10-02","2","€149.98","€110.54","TripAdvisor Experiences/Viator - EUR"
"#141297608","MADBITES","06:00pm","2022-10-02","2","€149.98","€112.48","GetYourGuide - EUR"
"#140441832","MADBITES","06:00pm","2022-10-02","2","€149.98","€112.48","GetYourGuide - EUR"
"#139839356","MADBITES","06:00pm","2022-10-02","2","€149.98","€112.48","GetYourGuide - EUR"
"#139251022","MADBITES","06:00pm","2022-10-02","2","€149.98","€112.48","GetYourGuide - EUR"
"#138911856","PR-BCNGOUTP","06:00pm","2022-10-02","1","€330.00","€280.50","Tours for You"
"#137956779","TM-BCNESPXX","07:00am","2022-10-03","1","€90.00","€0.00","Tours for You"
"#123071463","TM-BCNESPXX","07:00am","2022-10-03","1","€90.00","€76.50","Tours for You"
"#141191352","MADTRESC","08:00am","2022-10-03","1","€119.99","€88.43","TripAdvisor Experiences/Viator - EUR"
"#140608190","MADTRESC","08:00am","2022-10-03","2","€239.98","€191.98","Airbnb"
"#139954712","MADTRESC","08:00am","2022-10-03","2","€239.98","€176.86","TripAdvisor Experiences/Viator - EUR"
"#136955679","MADTRESC","08:00am","2022-10-03","2","€226.40","€221.12",""
"#133969204","MADTRESC","08:00am","2022-10-03","2","€239.98","€176.86","TripAdvisor Experiences/Viator - EUR"
"#133773637","MADTRESC","08:00am","2022-10-03","2","€239.98","€179.98","Activities Bank (HotelBeds)"
"#121955013","MADTRESC","08:00am","2022-10-03","2","€239.98","€176.86","TripAdvisor Experiences/Viator - EUR"
"#140491464","MADDUERO","08:00am","2022-10-03","2","€339.98","€254.98","Activities Bank (HotelBeds)"
"#141258290","BCNMOHAM","08:30am","2022-10-03","2","€119.98","€77.98","GetYourGuide - EUR"
"#141190319","BCNMOHAM","08:30am","2022-10-03","1","€59.99","€38.99","GetYourGuide - EUR"
"#141132844","BCNMOHAM","08:30am","2022-10-03","2","€119.98","€77.98","GetYourGuide - EUR"
"#139942841","BCNMOHAM","08:30am","2022-10-03","2","€119.98","€77.98","GetYourGuide - EUR"
"#139202174","BCNMOHAM","08:30am","2022-10-03","1","€59.99","€38.99","GetYourGuide - EUR"
"#137533176","BCNMOHAM","08:30am","2022-10-03","1","€59.99","€41.99","GetYourGuide - EUR"
"#133670697","BCNMOHAM","08:30am","2022-10-03","2","€119.98","€89.98","Expedia.com - EUR"
"#140140824","LISEBIAM","09:00am","2022-10-03","2","€99.98","€79.98","Airbnb"
"#141313943","LISWINES","09:00am","2022-10-03","2","€199.98","€139.98","GetYourGuide - EUR"
"#133566770","LISWINES","09:00am","2022-10-03","1","€99.99","€73.29","TripAdvisor Experiences/Viator - EUR"
"#133566648","LISWINES","09:00am","2022-10-03","1","€99.99","€73.29","TripAdvisor Experiences/Viator - EUR"
"#140741329","BCNPENAM/PM","09:00am","2022-10-03","4","€439.96","€307.96","GetYourGuide - EUR"
"#141296405","MADTOWIN","09:00am","2022-10-03","2","€159.98","€115.18","TripAdvisor Experiences/Viator - EUR"
"#140846352","MADTOWIN","09:00am","2022-10-03","2","€159.98","€111.98","GetYourGuide - EUR"
"#140195701","MADTOWIN","09:00am","2022-10-03","1","€79.99","€55.99","GetYourGuide - EUR"
"#136680728","MADTOWIN","09:00am","2022-10-03","1","€79.99","€63.99","Airbnb"
"#136435556","MADTOWIN","09:00am","2022-10-03","1","€79.99","€55.99","TripAdvisor Experiences/Viator - EUR"
"#141340456","BCNEBIAM/PM","10:00am","2022-10-03","1","€59.99","€45.59","GetYourGuide - EUR"
"#141316710","BCNEBIAM/PM","10:00am","2022-10-03","2","€119.98","€91.18","GetYourGuide - EUR"
"#127140312","BCNEBIAM/PM","10:00am","2022-10-03","2","€119.98","€88.42","TripAdvisor Experiences/Viator - EUR"
"#141215867","PR-BCNMKTCO","10:00am","2022-10-03","1","€670.00","€569.50","Tours for You"
"#141094035","BCNALESA/PM","10:00am","2022-10-03","2","€239.98","€170.38","TripAdvisor Experiences/Viator - EUR"
"#141048967","BCNALESA/PM","10:00am","2022-10-03","7","€839.93","€638.33","GetYourGuide - EUR"
"#140892726","BCNALESA/PM","10:00am","2022-10-03","2","€239.98","€170.38","TripAdvisor Experiences/Viator - EUR"
"#133073518","BCNALESA/PM","10:00am","2022-10-03","3","€359.97","€255.57","TripAdvisor Experiences/Viator - EUR"
"#121786604","BCNALESA/PM","10:00am","2022-10-03","2","€219.98","€156.18","TripAdvisor Experiences/Viator - EUR"
"#116894286","BCNALESA/PM","10:00am","2022-10-03","2","€219.98","€156.18","TripAdvisor Experiences/Viator - EUR"
"#140148301","BCNALEFD","10:00am","2022-10-03","2","€173.98","€130.48","GetYourGuide - EUR"
"#139321319","BCNALEFD","10:00am","2022-10-03","5","€434.95","€326.20","GetYourGuide - EUR"
"#140198808","MADTOLFD","10:00am","2022-10-03","2","€279.98","€195.98","GetYourGuide - EUR"
"#141385699","BCNMOOIL","10:45am","2022-10-03","2","€169.98","€118.98","GetYourGuide - EUR"
"#141098603","BCNMOOIL","10:45am","2022-10-03","1","€84.99","€59.49","GetYourGuide - EUR"
"#140920392","BCNMOOIL","10:45am","2022-10-03","3","€254.97","€178.47","GetYourGuide - EUR"
"#140841947","BCNMOOIL","10:45am","2022-10-03","2","€169.98","€118.98","GetYourGuide - EUR"
"#140840961","BCNMOOIL","10:45am","2022-10-03","2","€149.98","€110.52","TripAdvisor Experiences/Viator - EUR"
"#140582447","BCNMOOIL","10:45am","2022-10-03","4","€339.96","€237.96","GetYourGuide - EUR"
"#140163482","BCNMOOIL","10:45am","2022-10-03","1","€84.99","€59.49","GetYourGuide - EUR"
"#139700323","BCNMOOIL","10:45am","2022-10-03","2","€169.98","€118.98","GetYourGuide - EUR"
"#138604241","BCNMOOIL","10:45am","2022-10-03","2","€169.98","€118.98","GetYourGuide - EUR"
"#137148502","BCNMOOIL","10:45am","2022-10-03","2","€149.98","€110.52","TripAdvisor Experiences/Viator - EUR"
"#134281344","BCNMOOIL","10:45am","2022-10-03","2","€149.98","€127.48","Just Explore"
"#125382171","BCNMOOIL","10:45am","2022-10-03","1","€84.99","€59.49","GetYourGuide - EUR"
"#140888413","MADEBIAM/PM","11:00am","2022-10-03","1","€39.99","€31.99","Airbnb"
"#135756376","MADEBIAM/PM","11:00am","2022-10-03","2","€79.98","€58.94","TripAdvisor Experiences/Viator - EUR"
"#138174894","MADBITES","11:30am","2022-10-03","2","€149.98","€112.48","GetYourGuide - EUR"
"#141203190","MADSEG2H","02:00pm","2022-10-03","2","€99.98","€73.68","TripAdvisor Experiences/Viator - EUR"
"#139242686","MADBITES","06:00pm","2022-10-03","2","€149.98","€112.48","GetYourGuide - EUR"
"#139018535","MADBITES","06:00pm","2022-10-03","1","€74.99","€56.24","GetYourGuide - EUR"
"#139018534","MADBITES","06:00pm","2022-10-03","1","€74.99","€56.24","GetYourGuide - EUR"
"#138417678","MADBITES","06:00pm","2022-10-03","2","€149.98","€110.52","TripAdvisor Experiences/Viator - EUR"
"#140175576","PR-BCNGOUTP","06:00pm","2022-10-03","1","€429.00","€386.00","Hotel Bagues"
"#141188748","MADVALLE","08:00am","2022-10-04","2","€199.98","€149.98","GetYourGuide - EUR"
"#122511110","MADVALLE","08:00am","2022-10-04","2","€199.98","€139.98","TripAdvisor Experiences/Viator - EUR"
"#141092542","MADTRESC","08:00am","2022-10-04","1","€119.99","€88.43","TripAdvisor Experiences/Viator - EUR"
"#140826324","MADTRESC","08:00am","2022-10-04","2","€239.98","€176.86","TripAdvisor Experiences/Viator - EUR"
"#140776726","MADTRESC","08:00am","2022-10-04","1","€119.99","€95.99","Airbnb"
"#140712996","MADTRESC","08:00am","2022-10-04","3","€359.97","€265.29","TripAdvisor Experiences/Viator - EUR"
"#140263398","MADTRESC","08:00am","2022-10-04","1","€107.99","€89.99","Klook - EUR"
"#139221832","MADTRESC","08:00am","2022-10-04","3","€359.97","€265.29","TripAdvisor Experiences/Viator - EUR"
"#138428119","MADTRESC","08:00am","2022-10-04","2","€239.98","€176.86","TripAdvisor Experiences/Viator - EUR"
"#136607239","MADTRESC","08:00am","2022-10-04","2","€239.98","€191.98","Airbnb"
"#134771480","MADTRESC","08:00am","2022-10-04","2","€239.98","€176.86","TripAdvisor Experiences/Viator - EUR"
"#141190538","BCNMOHAM","08:30am","2022-10-04","3","€188.97","€113.37","TripAdvisor Experiences/Viator - EUR"
"#141141474","BCNMOHAM","08:30am","2022-10-04","1","€62.99","€37.79","TripAdvisor Experiences/Viator - EUR"
"#140572960","BCNMOHAM","08:30am","2022-10-04","3","€179.97","€116.97","GetYourGuide - EUR"
"#137725824","BCNMOHAM","08:30am","2022-10-04","2","€119.98","€77.98","GetYourGuide - EUR"
"#141307583","BCNMORAM/PM","08:30am","2022-10-04","1","€109.99","€82.49","GetYourGuide - EUR"
"#130098704","LISEBIAM","09:00am","2022-10-04","2","€99.98","€79.98","Airbnb"
"#141016175","LISWINES","09:00am","2022-10-04","2","€199.98","€159.98","Airbnb"
"#141036056","BCNPENAM/PM","09:00am","2022-10-04","1","€99.99","€76.99","TripAdvisor Experiences/Viator - EUR"
"#140758605","BCNPENAM/PM","09:00am","2022-10-04","2","€219.98","€153.98","GetYourGuide - EUR"
"#139741186","BCNPENAM/PM","09:00am","2022-10-04","2","€199.98","€153.98","TripAdvisor Experiences/Viator - EUR"
"#139827393","MADTOWIN","09:00am","2022-10-04","2","€159.98","€111.98","GetYourGuide - EUR"
"#137760986","MADTOWIN","09:00am","2022-10-04","2","€159.98","€111.98","GetYourGuide - EUR"
"#141216016","TM-BCNGOFTR","09:00am","2022-10-04","1","€1,219.00","€888.25","Tours for You"
"#141191947","BCNSKYAM/PM","09:30am","2022-10-04","1","€129.99","€95.80","TripAdvisor Experiences/Viator - EUR"
"#140642294","BCNSKYAM/PM","09:30am","2022-10-04","1","€129.99","€103.99","Airbnb"
"#140026137","BCNSKYAM/PM","09:30am","2022-10-04","2","€259.98","€191.60","TripAdvisor Experiences/Viator - EUR"
"#138041715","BCNSKYAM/PM","09:30am","2022-10-04","4","€519.96","€383.20","TripAdvisor Experiences/Viator - EUR"
"#136105041","BCNSKYAM/PM","09:30am","2022-10-04","2","€259.98","€197.58","GetYourGuide - EUR"
"#132550449","BCNSKYAM/PM","09:30am","2022-10-04","2","€259.98","€197.58","GetYourGuide - EUR"
"#130499439","BCNSKYAM/PM","09:30am","2022-10-04","2","€259.98","€191.60","TripAdvisor Experiences/Viator - EUR"
"#141253228","TM-BCNGOFTR","09:30am","2022-10-04","1","€532.50","€532.50","Direct"
"#119187654","Specials - BCTOURS","09:45am","2022-10-04","1","€0.00","€0.00",""
"#120423773","BCNHSPARK/PM","10:00am","2022-10-04","4","€287.96","€201.56","TripAdvisor Experiences/Viator - EUR"
"#140775125","BCNEBIAM/PM","10:00am","2022-10-04","2","€119.98","€91.18","GetYourGuide - EUR"
"#139627174","BCNEBIAM/PM","10:00am","2022-10-04","2","€119.98","€91.18","GetYourGuide - EUR"
"#138571861","BCNEBIAM/PM","10:00am","2022-10-04","10","€600.00","€480.00","Airbnb"
"#108566904","TM-BCNESPXX","10:00am","2022-10-04","1","€90.00","€0.00","Tours for You"
"#141325892","BCNALESA/PM","10:00am","2022-10-04","1","€119.99","€91.19","GetYourGuide - EUR"
"#139194021","BCNALESA/PM","10:00am","2022-10-04","2","€239.98","€170.38","TripAdvisor Experiences/Viator - EUR"
"#138303314","BCNALESA/PM","10:00am","2022-10-04","2","€239.98","€182.38","GetYourGuide - EUR"
"#137229421","BCNALESA/PM","10:00am","2022-10-04","2","€239.98","€170.38","TripAdvisor Experiences/Viator - EUR"
"#134942489","BCNALESA/PM","10:00am","2022-10-04","2","€239.98","€170.38","TripAdvisor Experiences/Viator - EUR"
"#141313035","BCNMOOIL","10:45am","2022-10-04","2","€169.98","€118.98","GetYourGuide - EUR"
"#140952631","BCNMOOIL","10:45am","2022-10-04","2","€169.98","€118.98","GetYourGuide - EUR"
"#140744887","BCNMOOIL","10:45am","2022-10-04","2","€169.98","€118.98","GetYourGuide - EUR"
"#140040904","BCNMOOIL","10:45am","2022-10-04","2","€169.98","€118.98","GetYourGuide - EUR"
"#139618765","BCNMOOIL","10:45am","2022-10-04","2","€169.98","€118.98","GetYourGuide - EUR"
"#138508512","BCNMOOIL","10:45am","2022-10-04","3","€169.98","€118.98","GetYourGuide - EUR"
"#137244977","BCNMOOIL","10:45am","2022-10-04","2","€149.98","€110.52","TripAdvisor Experiences/Viator - EUR"
"#132491092","BCNMOOIL","10:45am","2022-10-04","2","€149.98","€110.52","TripAdvisor Experiences/Viator - EUR"
"#140871155","BCNMOOIL","10:45am","2022-10-04","1","€74.99","€59.99","Ocio Business"
"#135825709","MADBITES","11:30am","2022-10-04","3","€224.97","€168.72","GetYourGuide - EUR"
"#137293213","BCNBOFLA","06:00pm","2022-10-04","2","€135.98","€101.98","Civitatis - EUR"
